abstract-region;['product', 'wiskundige product'];Wiskunde
agentive-physical-object;['midden-amerikaanse katfret', 'noord-amerikaanse katfret', 'cacomistle', 'bassariscus astutus', 'bassariscus sumichrasti', 'ring-tailed kat', 'bassarisk', 'cacomixle', 'mijnwerker kat', 'wasbeer vos'];Soort uit het geslacht katfretten
agentive-physical-object;['daikon', 'witte rammenas', 'chinese radijs', 'japanse radijs', 'winter-radijs', 'radijsje', 'rammenas', 'winter radijs', 'raphanus raphanistrum subsp. sativus', 'raphanus sativus subsp. longipinnatus', 'raphanus sativus longipinnatus'];Ondersoort uit de soort Radijs
agentive-physical-object;['falcatifolium taxoides', 'geel-blad sikkel dennen'];Soort uit het geslacht Falcatifolium
agentive-physical-object;['harlekijnkoraalslang', 'micrurus fulvius', 'harlekijn koraalslang', 'oostelijke koraalslang'];Slang uit de familie koraalslangachtigen
agentive-physical-object;['cercidiphyllum japonicum', 'katsuraboom', 'koekjesboom', 'katsura boom'];Soort uit het geslacht Cercidiphyllum
agentive-physical-object;['trompetkraanvogel', 'kraanvogel', 'grus americana', 'whooping crane', 'whooping kraan'];Vogel uit de familie kraanvogels
agentive-physical-object;['morinelplevier', 'charadrius morinellus', 'eudromias morinellus', 'dotrel', 'lobbes'];Soort uit het geslacht Charadrius
agentive-physical-object;['cupressus pigmaea', 'cupressus goveniana pigmaea', 'pygmee cypress'];Soort uit het geslacht Cupressus
agentive-physical-object;['schizaea pusilla', 'krullend gras', 'krullend gras varen'];Soort uit het geslacht Schizaea
agentive-physical-object;['zure kers', 'kriek', 'prunus cerasus', 'morel', 'kriekenboom', 'sour cherry', 'zure kersen', 'zure kersenboom'];Soort uit het geslacht prunus
agentive-physical-object;['chinchillaratten', 'abrocomidae', 'chinchillarat', 'chinchilla rat', 'abrocome', 'rat chinchilla'];Familie van zoogdieren uit orde knaagdieren
agentive-physical-object;['amandava', 'amadavat', 'avadavat'];Geslacht uit de familie prachtvinken
agentive-physical-object;['silver fox', 'zilvervos', 'zilver vos'];Taxon
agentive-physical-object;['eucalyptus amygdalina', 'pepermunt kauwgom'];Soort uit het geslacht Eucalyptus
agentive-physical-object;['tweestippelig lieveheersbeestje', 'tweestippelig lieveheersbeestjeing', 'adalia bipunctata', 'coccinella bipunctata', 'twee-gevlekte lieveheersbeestje'];Keversoort uit de familie lieveheersbeestjes
agentive-physical-object;['rubus strigosus', 'amerikaanse framboos', 'rubus idaeus strigosus'];Soort uit het geslacht braam
agentive-physical-object;['groene watersalamander', 'canadese watersalamander', 'notophthalmus viridescens', 'oost-newt', 'rode eft'];Soort uit het geslacht Notophthalmus
agentive-physical-object;['huzaaraap', 'erythrocebus patas', 'patas-aap', 'erythrocebus', 'patas', 'huzaarapen', 'huzaar aap', 'patas aap'];Soort uit het geslacht Erythrocebus
agentive-physical-object;['behaarde rode bosmier', 'behaarde bosmier', 'formica rufa', 'formica (formica) rufa', 'hout mier'];Soort uit het geslacht Formica
agentive-physical-object;['schots sneeuwhoen', 'lagopus lagopus scoticus', 'schotse sneeuwhoen', 'hei-bird', 'lagopus scoticus', 'moerassneeuwhoen', 'moorbird', 'moorfowl', 'moorgame', 'red grouse'];Ondersoort uit de soort Moerassneeuwhoen
agentive-physical-object;['kleine panda', 'ailurus', 'panda', 'pandabeer', 'rode panda', 'ailurus fulgens', 'ailurus fulgens fulgens', 'ailurus fulgens styani', "rode panda's", 'mindere panda', 'beer kat', 'kat beer'];Soort uit het geslacht Ailurus
agentive-physical-object;['rosse stekelstaart', 'oxyura jamaicensis', 'ruddy duck'];Soort uit het geslacht Oxyura
agentive-physical-object;['rode wolf', 'manenwolf', 'canis rufus', 'chrysocyon brachyurus', 'canis niger'];Ondersoort uit de soort wolf
agentive-physical-object;['rode wolf', 'manenwolf', 'canis rufus', 'chrysocyon brachyurus', 'canis niger'];Soort uit het geslacht Chrysocyon
agentive-physical-object;['bosmarmot', 'marmota monax', 'groundhog', 'groundhogs', 'woodchuck'];Soort uit het geslacht marmotten
agentive-physical-object;['stekelvarken', 'egel', 'mol', 'stekelvarkens'];Triviale naam van knaagdieren
agentive-physical-object;['hagedissen', 'hagedis', 'te hulp komen', 'hagedisachtigen', 'lacertilia', 'soorten hagedissen'];Onderorde van reptielen uit de orde schubreptielen
agentive-physical-object;['leonotis leonurus', 'leonotis leonorus', 'cape dagga', 'dagga', 'rode dagga', 'wilde dagga'];Soort uit het geslacht Leonotis
agentive-physical-object;['schemerhaai', 'carcharhinus obscurus', 'carcharhinus iranzae', 'carcharhinus obscurella', 'carcharias macrurus', 'carcharinus iranzae', 'carcharinus obscurus', 'eulamia obscura', 'galeolamna eblis', 'galeolamna macrurus', 'prionodon obvelatus', 'squalus obscurus', 'schemerige haai', 'donkere haai'];Soort uit het geslacht Carcharhinus
agentive-physical-object;['hoffmannluiaard', 'tweevingerige luiaards', 'choloepus hoffmanni', 'choloepus', 'hoffmanns tweevingerig luiaard', 'choloepodinae', 'tweevingerige luiaarden', 'hoffmann twee-toed luiaard', 'twee-toed luiaard'];Soort uit het geslacht Tweevingerige luiaards
agentive-physical-object;['knaagdier', 'knaagdieren', 'rodentia'];Orde van zoogdieren
agentive-physical-object;['quercus nigra', 'water eiken', 'possum eiken'];Soort uit het geslacht eik
agentive-physical-object;['diapsiden', 'diapsida', 'diapsid', 'diapsid reptiel', 'diapsids'];Taxon
agentive-physical-object;['verpa bohemica', 'vroeg morel'];Soort uit het geslacht Verpa
agentive-physical-object;['conoclinium coelestinum', 'eupatorium coelestinum', 'ageratina riparia', 'mist-flower', 'mistflower'];Soort uit het geslacht Conoclinium
agentive-physical-object;['conoclinium coelestinum', 'eupatorium coelestinum', 'ageratina riparia', 'mist-flower', 'mistflower'];Soort uit het geslacht Eupatorium
agentive-physical-object;['gladranddrieklauw', 'apalone mutica', 'gladrandweekschildpad', 'soepele softshell', 'trionyx muticus'];Schildpad uit de familie weekschildpadden
agentive-physical-object;['doornrandweekschildpad', 'apalone spinifera', 'trionyx spiniferus', 'spiny softshell'];Schildpad uit de familie weekschildpadden
agentive-physical-object;['grays lijster', 'turdus grayi', 'klei-gekleurde robin', 'turdus greyi'];Soort uit het geslacht echte lijsters
agentive-physical-object;['hommel', 'hommels', 'bombus', 'koekoekshommel'];Geslacht uit de geslachtengroep Bombini
agentive-physical-object;['gewone chuckwalla', 'sauromalus', 'chuckwalla', 'sauromalus ater', 'sauromalus obesus'];Soort uit het geslacht Sauromalus
agentive-physical-object;['gewone chuckwalla', 'sauromalus', 'chuckwalla', 'sauromalus ater', 'sauromalus obesus'];Geslacht uit de familie leguanen
agentive-physical-object;['salmonella', 'salmonellae', 'salmonellae paratyphi', 'salmonellae enterica', 'salmonellae typhi', 'salmonellose', 'salmonella enterica'];Geslacht uit de familie Enterobacterie
agentive-physical-object;['shigella'];Geslacht uit de familie Enterobacterie
agentive-physical-object;['rickettsia', 'rickettsiae', "rickettsia's"];Geslacht uit de familie Rickettsiaceae
agentive-physical-object;['erwinia'];Geslacht uit de familie Enterobacterie
agentive-physical-object;['genlisea'];Geslacht uit de blaasjeskruidfamilie
agentive-physical-object;['gymnosporangium juniperi-virginianae', 'appel roest', 'ceder-appel roest'];Soort uit het geslacht Gymnosporangium
agentive-physical-object;['zwarte roest', 'puccinia triticina', 'puccinia graminis', 'ttks', 'ug99', 'tarwe roest', 'tarwe stengel roest', 'tarweblad roest'];Soort uit het geslacht Puccinia
agentive-physical-object;['zeeraket', 'cakile maritima subsp. integrifolia', 'cakile maritima', 'nordsjøreddik', 'zee-raket'];Taxon
agentive-physical-object;['zeeraket', 'cakile maritima subsp. integrifolia', 'cakile maritima', 'nordsjøreddik', 'zee-raket'];Taxon
agentive-physical-object;['zeeraket', 'cakile maritima subsp. integrifolia', 'cakile maritima', 'nordsjøreddik', 'zee-raket'];Soort uit het geslacht Cakile
agentive-physical-object;['witbuikzandhoen', 'pterocles alchata', 'pin-tailed grouse', 'pin-tailed zandhoen', 'pin-tailed zandhoenders'];Soort uit het geslacht Pterocles
agentive-physical-object;['indisch zandhoen', 'pterocles indicus', 'geschilderd zandhoen', 'painted zandhoenders'];Soort uit het geslacht Pterocles
agentive-physical-object;['brandingloper', 'calidris virgata', 'aphriza virgata', 'surfbird'];Soort uit het geslacht Aphriza
agentive-physical-object;['brandingloper', 'calidris virgata', 'aphriza virgata', 'surfbird'];taxon
agentive-physical-object;['wolluis', 'wolluizen', 'pseudococcidae', 'graankever'];Familie uit de onderorde plantenluizen
agentive-physical-object;['scarabaeus', 'scarabee', 'heilige pillenkever', 'scarabaeus sacer'];Kevergeslacht uit de familie bladsprietkevers
agentive-physical-object;['scarabaeus', 'scarabee', 'heilige pillenkever', 'scarabaeus sacer'];Keversoort uit de familie bladsprietkevers
agentive-physical-object;['mulloidichthys martinicus', 'mulloides martinicus', 'upeneus martinicus', 'gele goatfish'];Soort uit het geslacht Mulloidichthys
agentive-physical-object;['anioema', 'anhima cornuta', 'gehoornde screamer'];Vogel uit de familie hoenderkoeten
agentive-physical-object;['varkensdas', 'arctonyx collaris', 'grijze varkensdas', 'zwijnsdas', 'hog badger', 'hog-nosed badger', 'zand das'];Soort uit het geslacht Arctonyx
agentive-physical-object;['bankivahoen', 'gallus gallus bankiva', 'manok', 'gallus gallus', 'bankiva-hoen', 'rode kamhoen', 'rode jungle gevogelte'];Taxon
agentive-physical-object;['pantserponen', 'peristediidae', 'gepantserde poon', 'gepantserde searobin', 'peristedion miniatum'];Familie uit de orde schorpioenvisachtigen
agentive-physical-object;['eriosomatinae', 'wollige bladluis', 'wolluis'];Onderfamilie uit de familie Aphididae
agentive-physical-object;['cacaoboon', 'cacaobonen', 'cacao bonen', 'criollo'];Vruchtzaad van de cacaoboom (Theobroma cacoa), grondstof voor cacaomassa
agentive-physical-object;['ligustrum ovalifolium', 'californië privet'];Soort uit het geslacht Liguster
agentive-physical-object;['quercus arizonica', 'arizona white oak'];Soort uit het geslacht eik
agentive-physical-object;['begonia socotrana', 'socotra begonia'];Soort van bedektzadigen
agentive-physical-object;['zandtijgerhaai', 'indiase zandtijgerhaai', 'tijgerhaaien', 'carcharias taurus', 'carcharias tricuspidatus', 'odontaspididae', 'zandhaai', 'odontaspis taurus', 'carcharhinus taurus', 'carcharias arenarius', 'carcharias cuspidatus', 'carcharias griseus', 'carcharias owstoni', 'carcharias platensis', 'carcharius tricuspidatus', 'charcharias taurus', 'eugomphodus taurus', 'eugomphodus tricuspidatus', 'lamna ecarinata', 'odontaspis americanus', 'odontaspis arenarius', 'odontaspis cinerea', 'odontaspis platensis', 'odontaspis tricuspidata', 'squalus americanus', 'squalus littoralis', 'squalus lixa', 'squalus macrodus', 'zand haai', 'grijze verpleegster haai', 'zand tijger'];Soort uit het geslacht Carcharias
agentive-physical-object;['bakerhaaien', 'bakerhaai', 'orectolobiformes', 'tapijt haai', 'orectolobus barbatus'];Orde van kraanbeenvissen uit de superorde haaien
agentive-physical-object;['zee-engel', 'squatina', 'zeeduivel', 'squatina squatina', 'engelhaai', 'gewone engelhaai', 'zeeengel', 'zeeëngel', 'squalraia acephala', 'squalraia cervicata', 'squalus squatina', 'squatina angelus', 'squatina europaea', 'squatina laevis', 'squatina lewis', 'squatina vulgaris', 'engel', 'engel haai'];Kraakbeenvis uit de familie van zee-engels
agentive-physical-object;['notemigonus crysoleucas', 'abramis versicolor', 'cyprinus crysoleucas', 'cyprinus hemiplus', 'hemiplus lacustris', 'leuciscus boscii', 'leuciscus gardoneus', 'luxilus leptosomus', 'luxilus seco', 'notemigonus auratus', 'notemigonus ischanus', 'notropis chrysoleucas', 'plagyrus americanus', 'gouden shiner'];Soort uit het geslacht Notemigonus
agentive-physical-object;['buchloe', 'buchloe dactyloides'];Soort uit het geslacht Buchloe
agentive-physical-object;['bosgemzen', 'capricornis', 'serow'];Geslacht uit de onderfamilie Bokken
agentive-physical-object;['oxalis caprina', 'geitenkaas voet', 'goatsfoot'];Soort uit het geslacht klaverzuring
agentive-physical-object;['gymnura', 'vlinderroggen', 'gymnuridae', 'vlinder ray'];Familie uit de orde Myliobatiformes
agentive-physical-object;['hamster', 'hamsters', 'cricetinae'];Onderfamilie uit de familie Muridae
agentive-physical-object;['lynx', 'lynxen', 'los'];Geslacht uit de onderfamilie Felinae
agentive-physical-object;['papaver californicum', 'westerse papaver'];Soort uit het geslacht klaproos
agentive-physical-object;['lyonia lucida', 'glanzend lyonia', 'kluister bush'];Soort uit het geslacht Lyonia
agentive-physical-object;['carolina-eend', 'aix sponsa', 'carolinaeend', 'houteend', 'hout eend', 'hout smient', 'houten eend', 'zomer eend'];Soort uit het geslacht Aix
agentive-physical-object;['hydrophyllum virginianum', 'indiase salade', "john's kool", 'shawnee salade', 'shawny', 'virginia waterleaf'];Soort uit het geslacht Hydrophyllum
agentive-physical-object;['hibiscus moscheutos', 'gemeenschappelijke roos kaasjeskruid', 'moeras kaasjeskruid', 'moeras steeg kaasjeskruid'];Soort uit het geslacht Hibiscus
agentive-physical-object;['bitterroot', 'lewisia rediviva'];Soort uit het geslacht Lewisia
agentive-physical-object;['cyathea medullaris', 'sago varen', 'silver fern', 'zilver boomvaren', 'zilveren varen', 'zwart boomvaren'];Soort uit het geslacht Cyathea
agentive-physical-object;['ranunculus lyallii', 'mount cook lily', 'ranunculus lyalii'];Soort uit het geslacht boterbloem
agentive-physical-object;['spitsmuismol', 'uropsilus soricipes', 'aziatische spitsmuis mol'];Soort uit het geslacht Uropsilus
agentive-physical-object;['krill', 'kril', 'antarctisch krill', 'euphausiacea', 'euphausiid'];Orde uit de superorde Eucarida
agentive-physical-object;['cistus ladanifer', 'cistus ladanifer subsp. ladanifer', 'cistus ladanifer subsp. sulcatus', 'gewone gomrotsroos', 'cistus ladanum', 'gemeenschappelijke gom cistus'];Taxon
agentive-physical-object;['cistus ladanifer', 'cistus ladanifer subsp. ladanifer', 'cistus ladanifer subsp. sulcatus', 'gewone gomrotsroos', 'cistus ladanum', 'gemeenschappelijke gom cistus'];Taxon
agentive-physical-object;['leycesteria formosa', 'himalaya kamperfoelie'];Soort uit het geslacht Leycesteria
agentive-physical-object;['chamaecytisus proliferus', 'cytisus proliferus', 'chamaecytisus palmensis', 'cytesis proliferus', 'tagasaste'];Soort uit het geslacht Cytisus
agentive-physical-object;['clethra alnifolia', 'zoete pepperbush', 'peper struik', 'zomer zoete'];Soort uit het geslacht Clethra
agentive-physical-object;['vaccinium scoparium', 'grouseberry', 'hoen-berry', 'hoen whortleberry'];Soort uit het geslacht bosbessen
agentive-physical-object;['amorpha canescens', 'leadplant', 'leiden planten'];Soort uit het geslacht Amorpha
agentive-physical-object;['vaccinium virgatum', 'konijn-eye blueberry', 'rabbiteye', 'rabbiteye bosbessen', 'vaccinium ashei'];Soort uit het geslacht bosbessen
agentive-physical-object;['vaccinium myrsinites', 'evergreen bosbessen'];Soort uit het geslacht bosbessen
agentive-physical-object;['prunus subcordata', 'pacific pruim', 'sierra pruim'];Soort uit het geslacht prunus
agentive-physical-object;['indigofera suffruticosa', 'indigofera anil'];Soort uit het geslacht Indigofera
agentive-physical-object;['cercis occidentalis', 'californië redbud', 'westerse redbud'];Soort uit het geslacht Cercis
agentive-physical-object;['mandarijn', 'mandarijnenboom', 'mandarijns', 'citrus reticulata', 'mandarijn oranje boom', 'mandarijnen'];Vrucht
agentive-physical-object;['calia', 'calia secundiflora', 'dermatophyllum', 'erythrina herbacea', 'frijolillo', 'frijolito', 'koraal bean', 'mescal boon', 'sophora secundifloraboom'];Soort uit het geslacht Calia
agentive-physical-object;['calia', 'calia secundiflora', 'dermatophyllum', 'erythrina herbacea', 'frijolillo', 'frijolito', 'koraal bean', 'mescal boon', 'sophora secundifloraboom'];Soort uit het geslacht koraalboom
agentive-physical-object;['magnolia virginiana', 'moeras bay', 'sweet bay', 'virginiana', 'zoete baai'];Soort uit het geslacht magnolia
agentive-physical-object;['sophora tetraptera', 'kowhai'];Soort uit het geslacht Sophora
agentive-physical-object;['alnus maritima', 'zee els'];Soort uit het geslacht els
agentive-physical-object;['cyrilla', 'cyrilla racemiflora', 'witte titi'];Geslacht uit de familie Cyrillaceae
agentive-physical-object;['capparis flexuosa', 'cynophalla flexuosa', 'bay-leaved caper'];Soort uit het geslacht Cynophalla
agentive-physical-object;['capparis flexuosa', 'cynophalla flexuosa', 'bay-leaved caper'];Soort uit het geslacht Capparis
agentive-physical-object;['prosopis pubescens', 'screwbean', 'screwbean mesquite', 'tornillo'];Soort uit het geslacht Prosopis
agentive-physical-object;['winterbloeiende kers', 'prunus subhirtella', 'rosebud cherry', 'winter sierkers'];Soort uit het geslacht prunus
agentive-physical-object;['ochna serrulata', 'vogelvlucht bush'];Soort uit het geslacht Ochna
agentive-physical-object;['ozothamnus secundiflorus', 'cascade eeuwig', 'helichrysum secundiflorum'];Soort uit het geslacht Ozothamnus
agentive-physical-object;['fraxinus cuspidata'];Soort uit het geslacht Fraxinus
agentive-physical-object;['papiermoerbei', 'broussonetia papyrifera', 'morus papyrifera', 'papier moerbei'];Soort uit het geslacht Broussonetia
agentive-physical-object;['citroenkruid', 'artemisia abrotanum'];Soort uit het geslacht Artemisia
agentive-physical-object;['franse lavendel', 'lavandula stoechas subsp. luisieri', 'lavandula stoechas subsp. stoechas', 'lavandula stoechas', 'kuiflavendel', 'vlinderlavendel'];Taxon
agentive-physical-object;['franse lavendel', 'lavandula stoechas subsp. luisieri', 'lavandula stoechas subsp. stoechas', 'lavandula stoechas', 'kuiflavendel', 'vlinderlavendel'];Taxon
agentive-physical-object;['taxus cuspidata', 'japanse taxus'];Soort uit het geslacht Taxus
agentive-physical-object;['kohleria'];Geslacht uit de familie Gesneriaceae
agentive-physical-object;['lonicera involucrata'];Soort uit het geslacht kamperfoelie
agentive-physical-object;['lespedeza', 'bush klaver'];taxon
agentive-physical-object;['swainsona greyana', 'harige lieveling erwt', 'swainsona grandiflora'];Soort uit het geslacht Swainsona
agentive-physical-object;['coffea arabica', 'arabica koffie', 'arabische koffie'];Soort uit het geslacht Koffieplant
agentive-physical-object;['banksia integrifolia', 'australische kamperfoelie', 'kust banksia'];Soort uit het geslacht Banksia
agentive-physical-object;['salix lasiolepis', 'arroyo wilg'];Soort uit het geslacht wilg
agentive-physical-object;['samojeed', 'samoyede'];Hondenras
agentive-physical-object;['fundulus heteroclitus heteroclitus', 'fundulus heteroclitus', 'cobitis heteroclita', 'fundulus antillarum', 'fundulus coenicolus', 'fundulus fonticola', 'fundulus lozanoi', 'fundulus nisorius', 'fundulus ornatus', 'fundulus swampinus', 'hydrargira ornata', 'hydrargira swampina', 'poecilia coenicola', 'valencia lozanoi', 'mummichog'];Soort uit het geslacht Fundulus
agentive-physical-object;['artemisia filifolia', 'zand salie', 'zilverachtige alsem'];Soort uit het geslacht Artemisia
agentive-physical-object;['seriphus politus', 'queenfish'];Soort uit het geslacht Seriphus
agentive-physical-object;['gambusia affinis', 'muskietenvisje', 'fundulus inurus', 'gambusia affinis affinis', 'gambusia affinis katruelis', 'gambusia gracilis', 'gambusia humilis', 'gambusia patruelis', 'haplochilus melanops', 'heterandria affinis', 'heterandria patruelis', 'zygonectes brachypterus', 'zygonectes gracilis', 'zygonectes inurus', 'zygonectes patruelis', 'mosquitofish', 'mug vis'];Soort uit het geslacht Poecilia
agentive-physical-object;['salvia leucophylla', 'chaparral salie', 'purple sage'];Soort uit het geslacht salie
agentive-physical-object;['ruigpootvampier', 'diphylla ecaudata', 'harige-legged vampier'];Soort uit het geslacht Diphylla
agentive-physical-object;['dong quai', 'angelica sinensis', 'aralia stipulata', 'chinese engelwortel', 'chinese engelwortel boom'];Soort uit het geslacht Angelica
agentive-physical-object;['lutjanus analis', 'mesoprion analis', 'mesoprion isodon', 'mesoprion rosaceus', 'mesoprion sobra', 'schapenvlees snapper', 'muttonfish'];Soort uit het geslacht Lutjanus
agentive-physical-object;['dendroica coronata', 'mirtezanger', 'setophaga coronata', 'geelstuitzanger', 'dendroica coronata coronata', 'dendroica coronata s.l.', 'mirte vogel', 'mirte zanger'];Ondersoort uit de soort Setophaga coronata
agentive-physical-object;['virginia iris', 'iris virginica', 'zuid-blauwe vlag'];Soort uit het geslacht lis
agentive-physical-object;['ballonegelvis', 'diodon holocanthus', 'ballon egelvis', 'atopomycterus bocagei', 'diodon holacanthus', 'diodon hystrix holocanthus', 'diodon maculifer', 'diodon multimaculatus', 'diodon novemaculatus', 'diodon novemmaculatus', 'diodon paraholocanthus', 'diodon pilosus', 'diodon quadrimaculatus', 'diodon sexmaculatus', 'paradiodon quadrimaculatus', 'trichodiodon pilosus', 'balloonfish', 'kogelvis', 'tetraodontidae'];Soort uit het geslacht Diodon
agentive-physical-object;['chauliodinae', 'vis-fly', 'vissen vlieg'];Onderfamilie uit de familie corydalidae
agentive-physical-object;['corymbia citriodora', 'eucalyptus citriodora', 'citroen geurende gom', 'eucalyptus maculata citriodora'];Soort uit het geslacht Corymbia
agentive-physical-object;['gutierrezia microcephala', 'kleine-head snakeweed'];Soort uit het geslacht Gutierrezia
agentive-physical-object;['neerkijker', 'selene vomer', 'zeus vomer', 'lookdown', 'lookdown vis'];Soort uit het geslacht Selene (geslacht)
agentive-physical-object;['lagodon rhomboides', 'sparus rhomboides', 'pinfish'];Soort uit het geslacht Lagodon
agentive-physical-object;['limestone salamander', 'hydromantes brunus', 'kalksteen salamander'];Taxon, soort van amfibieën
agentive-physical-object;['langvinmakreelhaai', 'isurus paucus', 'langvin mako', 'isurus alatus', 'lamiostoma belyaevi', 'longfin mako', 'longfin mako haai'];Kraakbeenvis uit de familie haringhaaien
agentive-physical-object;['spiranthes porrifolia', 'westerse dames lokken'];Soort uit het geslacht Schroeforchis
agentive-physical-object;['okapi', 'okapia johnstoni'];Soort uit het geslacht Okapia
agentive-physical-object;['liza', 'mugil liza', 'lugil liza', 'mugil lebranchus'];Geslacht van straalvinnige vissen uit de familie van harders
agentive-physical-object;['liza', 'mugil liza', 'lugil liza', 'mugil lebranchus'];Soort uit het geslacht Mugil
agentive-physical-object;['caribische lamantijn', 'lamantijn', 'zeekoe', 'trichechus manatus', 'amerikaanse lamantijn', 'amerikaanse manati', 'caribische manati', 'floridalamantijn', 'floridamanati', 'manatus', 'soort zoogdier', 'west-indische zeekoe'];Zeekoe uit de familie lamantijnen
agentive-physical-object;['meerkoet', 'fulica', 'koeten', 'meerkoeten'];Geslacht uit de familie rallen, koeten en waterhoentjes
agentive-physical-object;['bloedrode roofmier', 'raptiformica sanguinea', 'formica sanguinea', 'formica (raptiformica) sanguinea', 'bloedige mier'];Soort uit het geslacht Formica
agentive-physical-object;['populus tremuloides', 'amerikaanse ratelpopulier', 'amerikaanse aspen', 'amerikaanse trillen aspen', 'quaking aspen'];Soort uit het geslacht populier
agentive-physical-object;['grote blauwe haai', 'blauwe haai', 'prionace glauca', 'carcharhinus macki', 'carcharias aethiops', 'carcharias glaucus', 'carcharias gracilis', 'carcharias hirundinaceus', 'carcharias pugae', 'carcharinus glaucus', 'galeus thalassinus', 'glyphis glaucus', 'hypoprion isodus', 'prionace mackiei', 'prionacea glauca', 'squalus adscensionis', 'squalus caeruleus', 'squalus glaucus', 'squalus rondeletii', 'thalassinus rondeletti', 'thalassinus rondelettii', 'thalassorhinus vulpecula'];Soort uit het geslacht Prionace
agentive-physical-object;['girafgazelle', 'gerenoek', 'gerenuk', 'litocranius walleri', 'litocranius'];Soort uit het geslacht Litocranius
agentive-physical-object;['schaduwgras', 'poa nemoralis', 'bosbeemdgras', 'heilhitlergras', 'agrostis alba', 'hout meadowgrass'];Plantensoort uit de grassenfamilie
agentive-physical-object;['ransuil', 'asio otus', 'ooruil', 'srix otus'];Vogelsoort uit de familie uilen
agentive-physical-object;['hoefijzerslang', 'hemorrhois hippocrepis', 'coluber hippocrepis', 'hoefijzer whipsnake'];Taxon, soort van reptielen
agentive-physical-object;['woodsia alpina', 'alpine woodsia', 'flower-cup fern', 'noordelijke woodsia'];Soort varen van het geslacht Woodsia
agentive-physical-object;['cy curnin'];Brits singer-songwriter
agentive-physical-object;['makreelgeep', 'cololabis adocetus', 'zeilvissen', 'scomberesox saurus', 'elassichthys adocetus', 'soort vis'];Soort uit het geslacht Cololabis
agentive-physical-object;['makreelgeep', 'cololabis adocetus', 'zeilvissen', 'scomberesox saurus', 'elassichthys adocetus', 'soort vis'];Soort uit het geslacht Scomberesox
agentive-physical-object;['serval', 'leptailurus', 'woestijnlynx', 'felis serval', 'leptailurus serval'];Katachtige
agentive-physical-object;['serval', 'leptailurus', 'woestijnlynx', 'felis serval', 'leptailurus serval'];Monotypische taxon
agentive-physical-object;['rotskangoeroes', 'rock-wallaby', 'rock wallaby', 'rots kangoeroe'];Geslacht uit de onderfamilie Macropodinae
agentive-physical-object;['gratenvis', 'albula vulpes', 'albula conorynchus', 'albula goreensis', 'albula lacustris', 'albula parrae', 'albula plumieri', 'amia immaculata', 'butyrinus bananus', 'clupea brasiliensis', 'clupea macrocephala', 'engraulis bahiensis', 'engraulis sericus', 'esox vulpes', 'esunculus costai', 'glossodus forskalii', 'bonefish'];Soort uit het geslacht Albula
agentive-physical-object;['thamnophis sauritus', 'lintslang'];Taxon, soort van reptielen
agentive-physical-object;['spanners', 'geometridae', 'spannervlinder', 'geometroidea', 'geometrid', 'geometrid mot', 'meetkundige mot'];Familie uit de superfamilie Geometroidea
agentive-physical-object;['botervis', 'pholis gunnellus', 'blennius europaeus', 'blennius gunnellus', 'blennius muraenoides', 'centronotus gunnellus', 'gunnellus affinis', 'gunnellus cornubiensium', 'gunnellus ingens', 'gunnellus macrocephalus', 'gunnellus vulgaris', 'muraenoides guttata', 'muraenoides sujef', 'ophidion imberbe', 'ophidium fulvescens', 'ophidium mucronatum', 'pholis gunellus', 'rots gunnel'];Soort uit het geslacht Pholis
agentive-physical-object;['dikkemanskruid', 'pachysandra terminalis', 'japanse wolfsmelk'];Soort uit het geslacht Pachysandra
agentive-physical-object;['gaultheria hispidula', 'kruipend sneeuwbes', 'maidenhair berry', 'moxie pruim'];Soort uit het geslacht Gaultheria
agentive-physical-object;['bungarus fasciatus', 'banded krait', 'banded opteller'];Soort uit het geslacht Kraits
agentive-physical-object;['koala', 'koalabeer', 'koalabeertje', 'phascolarctos cinereus', 'buidelbeer', 'kaolabeer', 'koalaberen', 'phascolarctus cinereus', 'inheemse beer', 'kangoeroe beer', "koala's"];Klimbuideldier uit de familie koala''s
agentive-physical-object;['conodonta', 'conodont', 'conodonten', 'conodonts'];Klasse uit de onderstam gewervelden
agentive-physical-object;['sylviidae sensu lato', 'oude wereld tjiftjaf', 'oude wereld zanger', 'oude wereld zangers', 'waar zanger'];Familie uit de orde zangvogels
agentive-physical-object;['psylla', 'psyllid', 'springen bladluis'];Geslacht uit de familie Bladvlooien
agentive-physical-object;['haagleguaan', 'sceloporus undulatus', 'oostelijke hek hagedis', 'grenen hagedis'];Hagedis uit de familie Phrynosomatidae
agentive-physical-object;['agapornis', 'dwergpapegaai', 'dwergpapegaaien'];Geslacht uit de onderfamilie Psittacinae
agentive-physical-object;['insect', 'insecten', 'beestje', 'insekt', 'nietsnut', 'kerfdier', 'insecta', 'insekten'];Klasse uit de onderstam zespotigen
agentive-physical-object;['papierberk', 'betula cordifolia', 'betula papyrifera', 'papier berk', 'amerikaanse witte berk', 'kano berk', 'paper birch', 'paperbark berk'];Soort uit het geslacht berk
agentive-physical-object;['papierberk', 'betula cordifolia', 'betula papyrifera', 'papier berk', 'amerikaanse witte berk', 'kano berk', 'paper birch', 'paperbark berk'];Soort uit het geslacht berk
agentive-physical-object;['zeggewinterkoning', 'graswinterkoning', 'cistothorus stellaris', 'cistothorus platensis', 'korte-billed moeras winterkoninkje', 'zegge wren'];Zangvogel uit de familie winterkoningen
